SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
2196,2,1,Suburb,1961,336908.36754505057,0,1,0
2040,4,1,Suburb,2018,176375.48600235718,0,1,0
2079,2,2,Urban,2004,252059.58100229083,0,0,1
1225,5,3,Suburb,1988,125190.91447208523,0,1,0
2581,4,3,Rural,2015,172119.6987810163,1,0,0
1066,3,3,Suburb,1957,192737.1640152181,0,1,0
2220,3,2,Rural,1998,283573.1945959357,1,0,0
2677,4,1,Urban,1998,233136.54537314485,0,0,1
1834,2,3,Urban,1955,235987.1362454492,0,0,1
2046,4,1,Suburb,2008,218997.5630839217,0,1,0
1998,4,3,Suburb,1959,224385.43712909837,0,1,0
2629,3,2,Suburb,2010,272752.0206781705,0,1,0
2777,5,3,Suburb,1971,399384.9737224335,0,1,0
1236,5,3,Urban,1982,190562.1308851369,0,0,1
1956,4,1,Suburb,2012,233156.3416525863,0,1,0
1918,3,1,Suburb,1958,185676.012438291,0,1,0
2946,3,3,Suburb,1985,333941.4266328253,0,1,0
2589,4,2,Suburb,1972,300570.0497040029,0,1,0
2161,4,2,Suburb,1996,266531.4206601769,0,1,0
1472,4,1,Urban,1980,299986.208667047,0,0,1
2868,5,3,Urban,2016,339124.7915361621,0,0,1
2807,4,3,Suburb,1960,283217.58358088473,0,1,0
1552,3,3,Suburb,1994,189279.44358320537,0,1,0
2633,4,2,Rural,2010,275821.289515244,1,0,0
1694,3,2,Rural,2011,195187.876458483,1,0,0
2663,3,3,Suburb,1994,222078.2318104735,0,1,0
2252,2,3,Suburb,2011,217786.5278788845,0,1,0
1316,3,2,Rural,1988,88602.12585112642,1,0,0
1597,2,1,Rural,1951,136589.31643498884,1,0,0
1767,4,3,Suburb,1953,188496.8815987964,0,1,0
2744,2,2,Urban,1970,200057.0146945977,0,0,1
2750,5,1,Urban,1987,341200.9754827271,0,0,1
1885,5,2,Urban,1954,147814.45193852618,0,0,1
2635,5,3,Rural,1951,265516.5054488333,1,0,0
1560,4,2,Rural,2008,147707.78772749763,1,0,0
2224,3,3,Suburb,1984,185184.1141974603,0,1,0
2971,5,2,Suburb,1984,386403.93166432006,0,1,0
1257,2,2,Suburb,1963,178945.62081709682,0,1,0
2503,4,3,Suburb,2003,305296.25044465344,0,1,0
2911,4,3,Urban,1990,335676.34692663816,0,0,1
2201,2,3,Rural,1974,252581.58499798976,1,0,0
1756,2,2,Rural,1970,192818.09366884807,1,0,0
1122,4,3,Rural,1999,208125.93239255,1,0,0
1341,4,2,Rural,2013,174341.26069867672,1,0,0
2194,3,1,Urban,1961,275768.6623987929,0,0,1
2868,4,2,Suburb,1980,232230.5420134064,0,1,0
2671,2,3,Rural,1980,221124.6073543448,1,0,0
2082,4,1,Rural,1952,259951.6530287664,1,0,0
2728,4,1,Rural,1983,317484.35375575913,1,0,0
2488,2,1,Suburb,1996,291139.4042056252,0,1,0
2803,3,3,Rural,1970,280015.2009281871,1,0,0
1259,4,1,Suburb,1970,211788.84788615088,0,1,0
2396,5,3,Urban,1950,330231.8930816676,0,0,1
2996,5,1,Rural,1978,316267.32988117094,1,0,0
1094,2,1,Suburb,1979,69658.22938451634,0,1,0
2148,2,1,Suburb,2018,224816.71384471847,0,1,0
1040,2,1,Rural,2001,175177.62824540833,1,0,0
2914,5,1,Rural,1951,314416.8854513791,1,0,0
1253,2,2,Suburb,2017,188670.2888298464,0,1,0
1006,5,1,Rural,2007,145579.46112687985,1,0,0
2494,3,2,Urban,1951,335514.985928777,0,0,1
1727,2,3,Suburb,1982,105687.4630918284,0,1,0
2534,4,3,Suburb,2016,288238.5793375285,0,1,0
2604,3,1,Rural,1988,355147.43633474,1,0,0
1068,5,3,Suburb,1969,69211.3344810369,0,1,0
2104,2,1,Rural,1989,307599.5108719876,1,0,0
1541,4,2,Rural,1990,183918.8979645413,1,0,0
2608,5,3,Rural,1969,256442.80088217487,1,0,0
2285,3,1,Suburb,1963,209164.5603080117,0,1,0
1088,4,1,Rural,2010,110638.6106851304,1,0,0
2938,3,3,Rural,1992,316776.7200953249,1,0,0
2231,2,3,Rural,2016,287295.3493671764,1,0,0
1212,4,3,Rural,2013,177603.26197801984,1,0,0
1833,2,1,Rural,1959,141507.71292738535,1,0,0
1265,5,1,Suburb,1952,139577.9547384403,0,1,0
1911,5,1,Rural,1963,208049.52737633625,1,0,0
1292,3,2,Urban,1982,186722.58175241912,0,0,1
2230,2,1,Urban,1982,247617.61902403843,0,0,1
1332,2,1,Urban,2001,201687.5122156793,0,0,1
2100,4,1,Suburb,1965,286616.2426403428,0,1,0
2311,5,3,Suburb,2020,301672.9531169562,0,1,0
2004,2,1,Suburb,1993,90846.65013755664,0,1,0
1046,2,2,Suburb,2009,76071.0824766462,0,1,0
1621,2,2,Rural,2009,132890.51392063143,1,0,0
2223,5,3,Urban,1975,288291.4972846714,0,0,1
1426,5,2,Urban,1988,211937.6851080625,0,0,1
1209,5,2,Rural,2001,216457.61375749577,1,0,0
1887,3,1,Suburb,2008,261688.42747018053,0,1,0
2443,5,1,Rural,1988,282613.27532321785,1,0,0
1153,5,1,Urban,1977,121799.22412824954,0,0,1
2545,5,1,Suburb,1990,333871.6415203096,0,1,0
1414,4,1,Rural,2021,103307.66479407474,1,0,0
2376,4,2,Urban,1989,218152.6461596953,0,0,1
2180,2,1,Urban,1953,145679.28354556102,0,0,1
2284,4,2,Suburb,1964,278089.7334283006,0,1,0
2100,3,3,Urban,1970,155803.21194212788,0,0,1
1768,3,2,Urban,2000,142994.67641260184,0,0,1
1982,2,1,Rural,2009,223169.42137084863,1,0,0
2511,2,1,Urban,2018,257304.03804144464,0,0,1
2154,3,1,Rural,2016,206158.6574531256,1,0,0
1578,3,3,Urban,2020,49042.95000146894,0,0,1
2478,3,3,Suburb,2015,336525.4636959856,0,1,0
1739,2,2,Rural,1960,244180.3204649309,1,0,0
1162,3,2,Urban,1983,142461.17280811677,0,0,1
2038,2,1,Suburb,1994,254139.25981816347,0,1,0
2255,3,1,Urban,1970,334192.7051303809,0,0,1
1194,3,1,Rural,1952,117830.98737460372,1,0,0
2884,4,2,Suburb,2003,224241.12932597805,0,1,0
1541,3,1,Suburb,1991,216165.64668561384,0,1,0
1358,2,2,Urban,1999,79598.45330312422,0,0,1
1849,3,2,Rural,1961,210687.55030119116,1,0,0
2354,5,1,Rural,2007,261400.2351401404,1,0,0
1426,4,1,Rural,1982,271622.92412643344,1,0,0
1496,3,2,Rural,1953,223898.1080349829,1,0,0
1827,3,2,Suburb,2019,273441.40889137075,0,1,0
1485,5,2,Rural,1981,254285.5190189728,1,0,0
2831,5,2,Urban,1950,315002.5719546135,0,0,1
2472,5,3,Rural,1992,249710.3606835137,1,0,0
2436,5,1,Suburb,2007,342532.29449142865,0,1,0
1329,5,2,Urban,1954,240848.649775229,0,0,1
2755,5,3,Suburb,1984,331095.92467999924,0,1,0
1888,3,3,Rural,2005,210876.051356161,1,0,0
1990,2,2,Suburb,1969,278384.9536224539,0,1,0
2170,3,3,Rural,1979,213699.5140397664,1,0,0
1258,3,3,Urban,1950,183536.3483674644,0,0,1
1291,3,3,Urban,2000,142154.75224395128,0,0,1
2834,4,1,Rural,2011,324676.9690681533,1,0,0
1142,2,2,Rural,2003,161566.40827435697,1,0,0
2960,2,1,Rural,1999,176627.9136858416,1,0,0
1746,4,3,Suburb,2007,256393.1192631433,0,1,0
1626,2,3,Suburb,1964,130873.556105053,0,1,0
2388,4,3,Urban,2015,321643.6035776867,0,0,1
1089,3,1,Urban,1958,150074.68217759146,0,0,1
1719,2,2,Rural,1989,186413.22285973452,1,0,0
2187,3,3,Urban,1981,253487.43496057196,0,0,1
1480,5,1,Urban,1954,166343.63513534304,0,0,1
1083,3,1,Rural,1984,197235.45661989212,1,0,0
2100,2,1,Suburb,1996,198612.29340671116,0,1,0
1672,3,1,Suburb,1957,150511.58749130229,0,1,0
1516,3,2,Rural,2016,217119.811486243,1,0,0
1484,4,3,Rural,2016,70945.92387582877,1,0,0
2613,2,3,Urban,2016,279509.6361003596,0,0,1
2626,3,2,Urban,1968,294628.6900491343,0,0,1
2622,4,3,Urban,1997,263686.1011425281,0,0,1
1781,2,1,Suburb,1992,121876.15892154085,0,1,0
1103,5,3,Suburb,2007,101207.15798712964,0,1,0
2475,3,1,Urban,2021,296811.63988904457,0,0,1
2510,3,2,Rural,1953,197385.24215296097,1,0,0
1338,3,3,Rural,2016,88033.31157632469,1,0,0
1686,3,3,Rural,1971,144239.73530692793,1,0,0
2589,3,2,Suburb,1956,296723.63058825897,0,1,0
1899,5,1,Urban,1961,161995.5710892809,0,0,1
2501,5,3,Rural,2013,295668.6150026649,1,0,0
2746,2,1,Suburb,1952,334190.8144701337,0,1,0
1606,2,3,Rural,1962,197891.21264421745,1,0,0
1222,4,2,Suburb,1958,113193.70166811024,0,1,0
2032,4,3,Urban,1979,323441.3925811689,0,0,1
2076,4,1,Rural,2011,344794.3116975995,1,0,0
2100,5,3,Suburb,1992,213715.89974883365,0,1,0
2741,2,2,Urban,2019,182741.24201514584,0,0,1
1502,2,1,Suburb,1961,180818.6708312724,0,1,0
2339,5,2,Rural,2006,312622.40725937963,1,0,0
2837,2,1,Rural,1996,171366.38039584056,1,0,0
1821,3,1,Rural,1965,222782.59148292645,1,0,0
2865,2,3,Suburb,2007,245298.19876422855,0,1,0
1623,2,2,Rural,1963,227215.21912098333,1,0,0
2886,3,2,Rural,1955,239031.7861024665,1,0,0
1164,4,3,Rural,2021,167046.84250656448,1,0,0
2302,4,1,Rural,2014,268431.19943097886,1,0,0
2050,4,3,Rural,1975,226253.75681620755,1,0,0
2093,5,2,Suburb,1957,84353.76601787453,0,1,0
2241,3,1,Rural,2019,209889.25636339065,1,0,0
2985,3,2,Urban,1955,279840.9266521856,0,0,1
2388,5,1,Rural,1976,191697.23669385747,1,0,0
2724,3,1,Suburb,2001,264761.93434444786,0,1,0
2868,2,3,Rural,1978,312967.6607685407,1,0,0
2970,4,2,Rural,1998,362246.9426197506,1,0,0
2329,3,3,Suburb,1970,331311.8289449587,0,1,0
2147,3,3,Suburb,2017,289985.8914458694,0,1,0
1018,4,3,Rural,2015,188964.394417403,1,0,0
2280,5,2,Rural,2012,265362.731764953,1,0,0
2319,4,2,Suburb,1950,308325.910368021,0,1,0
2951,5,1,Suburb,1958,210807.5098963968,0,1,0
2045,5,1,Rural,1980,306815.0833697015,1,0,0
2903,2,1,Suburb,2017,380939.8648808005,0,1,0
1988,4,1,Rural,2017,238736.0733881721,1,0,0
1449,3,3,Rural,1956,134936.90841719342,1,0,0
1551,5,1,Urban,1980,238727.59259349707,0,0,1
2573,2,2,Urban,1958,373796.6919644016,0,0,1
2071,4,1,Rural,1999,371879.2726399126,1,0,0
1694,5,2,Suburb,1954,206138.2410815137,0,1,0
1586,2,3,Suburb,1988,171498.25328576617,0,1,0
1720,3,3,Urban,1982,150876.84116313,0,0,1
2206,5,2,Urban,1980,284860.7583165145,0,0,1
2458,5,3,Rural,1952,280549.1025751192,1,0,0
1106,3,2,Rural,1952,164488.28813728303,1,0,0
2211,3,2,Suburb,1950,221046.64909897448,0,1,0
1775,3,2,Urban,1962,220798.7451313128,0,0,1
2109,5,3,Urban,1954,286187.6330767355,0,0,1
2859,2,1,Suburb,1956,303227.1766539456,0,1,0
2866,2,3,Suburb,1996,310728.8438534349,0,1,0
2479,3,3,Urban,1956,342929.2537791575,0,0,1
2160,2,3,Rural,2015,225938.36859257316,1,0,0
2881,3,3,Rural,2008,362161.9732020021,1,0,0
1897,3,3,Rural,1950,242940.39608786,1,0,0
1335,4,1,Suburb,2015,237874.91669981327,0,1,0
1606,2,1,Suburb,1979,221051.16465463463,0,1,0
1837,5,2,Urban,1989,262218.2896354257,0,0,1
2780,4,1,Suburb,1974,369727.0527253964,0,1,0
2492,3,3,Urban,1986,224738.2369577597,0,0,1
1601,4,2,Suburb,1954,223403.4435574333,0,1,0
2594,3,3,Urban,1954,365803.3257222817,0,0,1
1402,3,2,Rural,1988,95329.69598411204,1,0,0
1539,3,3,Rural,2008,204426.8150356793,1,0,0
2095,2,2,Rural,1989,312638.8881151683,1,0,0
2805,3,2,Urban,1966,262704.53780512966,0,0,1
1023,3,1,Urban,2003,175849.5658851211,0,0,1
1623,2,2,Rural,2012,186493.7392962814,1,0,0
2835,2,1,Suburb,1994,262350.8741327455,0,1,0
2508,3,1,Urban,2018,317612.600034376,0,0,1
2079,2,1,Suburb,1976,245081.5742895917,0,1,0
1985,5,2,Rural,1988,283755.93408198125,1,0,0
1222,5,1,Rural,1995,142548.14550465113,1,0,0
2655,3,1,Suburb,2015,272628.7043105795,0,1,0
1178,4,2,Urban,2010,6124.032173620857,0,0,1
1799,2,2,Suburb,1992,205121.1776385418,0,1,0
1433,4,3,Rural,1954,226761.39796493764,1,0,0
2960,5,3,Suburb,1960,278576.2629129027,0,1,0
2473,3,2,Urban,2015,231583.66606551025,0,0,1
1792,5,1,Rural,1950,233378.6134766078,1,0,0
1883,2,2,Suburb,1982,240120.5399400123,0,1,0
1491,2,2,Suburb,1967,207598.76380888865,0,1,0
2212,3,3,Suburb,1983,245028.4485960836,0,1,0
2601,2,3,Urban,1972,251329.55344775497,0,0,1
1809,2,2,Suburb,2007,153020.64346065174,0,1,0
1960,2,1,Suburb,1960,167883.5263198358,0,1,0
1419,4,2,Suburb,1990,123649.99676253482,0,1,0
2272,3,2,Urban,1983,203638.9202819707,0,0,1
2611,3,3,Suburb,2017,282763.250496652,0,1,0
1648,3,1,Urban,2004,149722.5167715142,0,0,1
2187,2,3,Urban,2009,271635.91970828385,0,0,1
2768,2,1,Rural,1964,227311.48799084767,1,0,0
2278,2,2,Rural,1968,271507.65651348897,1,0,0
1475,3,2,Urban,1977,155491.9444031471,0,0,1
2829,4,1,Urban,1977,329099.13966300763,0,0,1
2440,5,1,Rural,2020,282571.3620159426,1,0,0
1169,3,2,Urban,1964,166702.86269835886,0,0,1
2340,3,1,Rural,1959,228983.2910095208,1,0,0
1173,4,2,Suburb,1977,135021.5354811112,0,1,0
1469,5,1,Rural,1961,220805.20806139265,1,0,0
1344,5,3,Suburb,2013,150845.78686725465,0,1,0
1444,2,1,Urban,1994,89544.78912506822,0,0,1
2041,5,3,Suburb,1965,248759.0272785588,0,1,0
2093,2,3,Urban,1979,217735.9928483399,0,0,1
2361,3,3,Suburb,1984,236176.78913705912,0,1,0
1627,4,3,Rural,2016,214125.0597182976,1,0,0
1591,3,3,Suburb,1967,206635.2796142369,0,1,0
1526,5,3,Urban,1960,248245.34069994572,0,0,1
2711,3,3,Rural,1985,337317.2311765616,1,0,0
1455,4,1,Suburb,1991,206717.2448172044,0,1,0
2292,4,1,Rural,2016,235554.0120941687,1,0,0
2654,2,3,Suburb,1957,233518.14710625864,0,1,0
1810,3,3,Urban,2015,177465.54832732715,0,0,1
1187,4,3,Suburb,2014,78894.25180120317,0,1,0
2020,4,1,Urban,1964,225521.3142179828,0,0,1
2592,4,1,Rural,1952,193728.05117445573,1,0,0
1710,4,2,Rural,2005,260365.00872755185,1,0,0
1528,5,2,Urban,2013,209227.8277673657,0,0,1
1433,3,2,Urban,2017,189672.9435991344,0,0,1
1287,3,1,Rural,1968,255761.43647054347,1,0,0
2941,3,1,Urban,1964,295600.8975410435,0,0,1
2590,5,1,Suburb,1979,219478.08596251957,0,1,0
1498,5,1,Rural,1984,217348.2965688409,1,0,0
2464,4,3,Urban,1996,265114.50065588386,0,0,1
2804,5,2,Urban,1999,248347.5964515355,0,0,1
1302,2,2,Suburb,2006,222154.4323496058,0,1,0
1086,5,2,Suburb,1973,192904.15661717136,0,1,0
1829,4,3,Suburb,1992,280766.2143033541,0,1,0
1437,3,3,Suburb,2013,143143.59329462785,0,1,0
1540,5,2,Suburb,1974,161969.22005692538,0,1,0
2045,3,3,Urban,2008,284275.1582986325,0,0,1
1832,3,1,Rural,1967,173229.1244337385,1,0,0
1796,2,3,Rural,2017,184089.407758191,1,0,0
1559,2,2,Urban,1979,200185.8888657013,0,0,1
2540,5,2,Suburb,2009,368308.6544648716,0,1,0
1761,3,3,Suburb,1977,81432.41868815508,0,1,0
2698,4,1,Urban,1970,277008.5485683917,0,0,1
2526,3,1,Rural,2001,221487.9189682159,1,0,0
2737,3,2,Rural,2010,341540.69781214016,1,0,0
1466,2,2,Urban,1975,99843.0413785511,0,0,1
2124,2,3,Suburb,2000,254759.57467917717,0,1,0
2606,2,1,Rural,2009,170442.33393291023,1,0,0
2965,2,3,Suburb,1990,355295.1444315064,0,1,0
1674,5,2,Urban,1967,244830.8052380453,0,0,1
1684,5,3,Rural,1998,206117.57614063437,1,0,0
2164,3,2,Urban,1979,152721.00663233353,0,0,1
1137,5,2,Suburb,1958,153007.21101945837,0,1,0
1577,4,3,Suburb,1996,195018.2819803713,0,1,0
1709,3,3,Suburb,2012,199467.75188613703,0,1,0
2863,3,2,Urban,2013,340906.43487559963,0,0,1
1227,4,1,Urban,2007,65614.50153365934,0,0,1
1280,3,1,Rural,1986,193342.68639150212,1,0,0
1683,4,2,Suburb,2004,251719.02629604668,0,1,0
1827,2,3,Urban,1983,93254.08186943646,0,0,1
1430,2,2,Suburb,2014,74462.03226143184,0,1,0
2063,2,1,Suburb,1982,218640.57825880413,0,1,0
2542,4,2,Suburb,1986,213348.57524925077,0,1,0
2709,5,2,Suburb,1977,326283.2713288578,0,1,0
2686,5,2,Suburb,1963,329238.3718252988,0,1,0
2234,3,1,Rural,1982,274904.63785714924,1,0,0
1301,2,1,Suburb,1969,50521.26267571096,0,1,0
2109,2,3,Urban,1961,199919.30114108327,0,0,1
2420,3,3,Urban,1989,264819.58557070803,0,0,1
2276,2,1,Suburb,1954,173191.36668508354,0,1,0
1532,2,1,Suburb,1988,130234.43030128902,0,1,0
1768,4,2,Rural,2013,212936.07712524285,1,0,0
2914,3,3,Urban,1958,309500.5582641818,0,0,1
2938,4,3,Rural,1979,354714.62686827395,1,0,0
2404,2,2,Urban,1955,164975.97954929416,0,0,1
1443,2,3,Suburb,2009,170501.98024567438,0,1,0
2056,3,1,Suburb,1952,213507.37122589923,0,1,0
1259,2,1,Suburb,1962,133658.5765648069,0,1,0
2257,5,1,Suburb,2011,239520.94910778408,0,1,0
2538,4,1,Suburb,1958,243609.35233619963,0,1,0
2882,4,2,Rural,1955,298636.36277941265,1,0,0
2331,5,3,Urban,1981,249375.01403093885,0,0,1
1738,3,2,Rural,1980,147379.55319125482,1,0,0
1795,3,2,Urban,2000,205976.7253497713,0,0,1
1069,2,1,Rural,1984,136886.31740856878,1,0,0
2477,3,2,Suburb,1970,183771.499750088,0,1,0
2462,5,2,Urban,1998,285854.72745733213,0,0,1
2848,3,2,Urban,2005,265267.6442707997,0,0,1
2387,2,1,Rural,2015,215512.199349301,1,0,0
1982,5,2,Rural,1979,282940.2052182585,1,0,0
2789,2,1,Suburb,1965,172653.0253692987,0,1,0
1480,4,1,Urban,2004,160200.66768311049,0,0,1
2167,4,3,Suburb,2010,305323.44639425544,0,1,0
1023,3,2,Rural,1992,89988.26696155564,1,0,0
1964,5,1,Urban,1968,267963.537981043,0,0,1
2448,5,3,Suburb,2016,289044.8981335032,0,1,0
1745,5,3,Rural,1961,113547.90000562769,1,0,0
1844,2,3,Rural,1995,230419.8891609052,1,0,0
2198,5,1,Rural,1968,224782.92483047192,1,0,0
2867,3,1,Suburb,1976,297382.2076295372,0,1,0
1324,4,2,Urban,1972,149469.5303351079,0,0,1
2892,3,1,Suburb,2015,314575.6557346559,0,1,0
2694,4,2,Rural,1981,384725.661181612,1,0,0
2883,4,1,Rural,2014,309000.97429969354,1,0,0
2371,3,3,Rural,1997,238145.02264568635,1,0,0
1797,4,1,Suburb,1978,190920.0275866181,0,1,0
1017,4,2,Rural,2018,68190.08774386728,1,0,0
1043,2,2,Urban,2020,61161.68730344458,0,0,1
1154,3,3,Suburb,1950,165881.38305768557,0,1,0
1866,3,3,Urban,1951,142258.68870085536,0,0,1
1921,3,3,Rural,1999,190862.0667095913,1,0,0
2400,4,2,Suburb,2020,215683.8715432053,0,1,0
1742,5,1,Rural,1966,186665.1627304052,1,0,0
2906,5,1,Suburb,1961,245460.50673045035,0,1,0
2851,4,2,Rural,1991,320820.0594358231,1,0,0
2425,5,2,Suburb,2003,299456.6408168104,0,1,0
1224,5,2,Suburb,2005,194484.73945627516,0,1,0
1216,4,2,Suburb,1968,150586.41972130974,0,1,0
2591,3,1,Rural,2006,282945.3869199111,1,0,0
1030,2,3,Rural,1994,96661.78177589564,1,0,0
2892,3,1,Rural,1959,304438.3503285861,1,0,0
2082,3,2,Suburb,2001,234346.23959553908,0,1,0
2915,3,3,Rural,1980,370555.7012956818,1,0,0
1897,2,1,Urban,2020,205426.6033030965,0,0,1
2376,3,2,Suburb,2019,133555.88761284275,0,1,0
1934,5,2,Urban,1998,211328.66118427183,0,0,1
1444,2,2,Urban,1988,194773.76648552317,0,0,1
2258,5,1,Urban,2005,203558.2360949276,0,0,1
2130,2,1,Suburb,1957,200073.91923381205,0,1,0
2214,5,1,Suburb,2001,203220.51949220904,0,1,0
1529,3,2,Rural,2009,150547.67683810854,1,0,0
2936,3,1,Urban,1991,332871.35610038013,0,0,1
1737,3,3,Suburb,1964,195265.15751579189,0,1,0
2702,5,3,Rural,1952,328223.3437327037,1,0,0
2606,5,2,Rural,1976,324778.67437195714,1,0,0
1873,4,3,Rural,1982,295849.2001972348,1,0,0
1565,5,2,Suburb,1990,222050.31940910223,0,1,0
2268,2,1,Urban,1972,282094.4689959111,0,0,1
2885,3,2,Suburb,2000,255540.4302472341,0,1,0
1075,2,2,Suburb,1985,103088.93665231352,0,1,0
1546,4,1,Rural,1984,171603.72666351026,1,0,0
1266,4,2,Urban,1988,173307.08646972038,0,0,1
1316,5,2,Suburb,1995,234002.78474442972,0,1,0
2835,3,3,Urban,1973,348139.2184046957,0,0,1
2144,2,2,Suburb,1965,202283.85441961492,0,1,0
2859,4,3,Urban,2015,346193.61988145066,0,0,1
1024,4,2,Rural,1982,157518.8209981264,1,0,0
2455,2,1,Rural,1969,273731.3527834061,1,0,0
1159,4,1,Urban,2006,103424.94072926446,0,0,1
1595,2,3,Rural,1991,120835.0696631537,1,0,0
2137,3,2,Suburb,2019,230824.062848526,0,1,0
2758,5,2,Suburb,2016,311183.7794915595,0,1,0
1899,2,2,Urban,1971,212973.2713840681,0,0,1
1501,3,3,Urban,2005,240237.29411324684,0,0,1
2189,2,3,Rural,1975,214302.6501159459,1,0,0
2012,4,3,Urban,2018,286595.9073978883,0,0,1
1702,3,3,Rural,1975,204117.42084834116,1,0,0
2198,2,3,Suburb,1964,194226.06022505596,0,1,0
1000,3,3,Suburb,1956,77557.12400440802,0,1,0
2922,2,1,Urban,1979,240490.6422326808,0,0,1
1740,2,1,Suburb,1969,168541.35741583174,0,1,0
2109,3,2,Rural,1956,170313.8202188223,1,0,0
2597,3,2,Urban,1986,311720.0640836974,0,0,1
1319,3,3,Suburb,2015,118403.82206997996,0,1,0
2424,4,1,Suburb,2007,244800.78584437392,0,1,0
1381,5,3,Suburb,1954,158802.9473873291,0,1,0
2741,2,1,Suburb,1958,312384.3536925685,0,1,0
2640,2,1,Urban,1990,267015.9624796168,0,0,1
2341,3,1,Rural,2000,185502.8486242765,1,0,0
2826,2,1,Urban,1973,281179.0070827319,0,0,1
2273,5,3,Urban,2008,245584.34765365417,0,0,1
2548,5,3,Suburb,1953,205049.08364256128,0,1,0
2698,2,3,Urban,1987,313004.49475807504,0,0,1
2578,2,1,Rural,1955,259683.4640053691,1,0,0
1897,3,2,Urban,1971,290697.68690407265,0,0,1
2975,5,3,Urban,2014,296292.2318679481,0,0,1
2646,2,3,Rural,2006,158348.49859073898,1,0,0
1716,5,2,Rural,2008,201974.1746582481,1,0,0
2919,2,3,Suburb,2021,267877.92513667,0,1,0
2279,4,3,Rural,1973,223773.36714349897,1,0,0
1306,5,1,Rural,1983,164706.93359263227,1,0,0
2973,4,2,Suburb,1976,214732.0482253799,0,1,0
2167,3,2,Suburb,1953,284948.2606367285,0,1,0
2681,5,2,Suburb,2002,246891.94123641303,0,1,0
1390,2,3,Rural,1975,161332.0837372541,1,0,0
2836,2,2,Urban,1985,277248.60742851,0,0,1
2699,4,1,Urban,1954,329535.4077037134,0,0,1
2192,5,2,Urban,2005,267341.5373990567,0,0,1
1989,5,2,Rural,1998,147858.48920017033,1,0,0
1297,5,1,Suburb,1987,116901.49400884376,0,1,0
1232,3,3,Urban,1973,186626.31365609996,0,0,1
2926,5,1,Urban,1979,341036.77484304947,0,0,1
1270,3,1,Urban,2004,161189.87375421135,0,0,1
2083,2,2,Suburb,2017,283618.57170578453,0,1,0
2319,4,2,Rural,1983,226065.3089659184,1,0,0
2490,4,2,Suburb,1992,293916.48277723306,0,1,0
2258,5,2,Rural,2012,256930.5439759505,1,0,0
1676,4,1,Suburb,1995,168461.45434390052,0,1,0
1705,5,3,Suburb,1950,215658.3622575764,0,1,0
1233,2,3,Suburb,1995,137172.00353719952,0,1,0
2391,2,2,Urban,2020,165403.90784797928,0,0,1
2718,2,2,Rural,1992,368728.5879315008,1,0,0
1844,4,2,Rural,2020,190057.7327935477,1,0,0
2255,5,3,Urban,2007,304809.7095693885,0,0,1
2896,3,1,Suburb,1983,220915.00829722369,0,1,0
1490,2,1,Rural,2004,142731.9067271852,1,0,0
2642,2,3,Rural,1998,274349.5837845362,1,0,0
1502,3,1,Urban,1996,171280.83898349648,0,0,1
1889,3,3,Suburb,2006,243873.24386396052,0,1,0
2758,4,1,Urban,2017,272985.55481356283,0,0,1
1591,2,1,Urban,2007,190226.9913517977,0,0,1
1745,4,2,Suburb,1966,241279.8828348522,0,1,0
2404,2,3,Urban,1968,271011.17572499294,0,0,1
2719,4,3,Urban,1989,318503.1785079084,0,0,1
1427,4,2,Urban,1977,182222.3746910848,0,0,1
1696,3,2,Rural,1985,197026.4162659464,1,0,0
1645,5,3,Rural,1996,200168.5902496837,1,0,0
1731,5,3,Rural,1972,99022.32892056824,1,0,0
1799,5,2,Suburb,1969,267231.7008987781,0,1,0
1363,2,3,Suburb,1951,113615.68920805858,0,1,0
1201,3,2,Suburb,1964,188650.23928802524,0,1,0
1881,3,3,Suburb,1961,204477.30830646356,0,1,0
1145,3,2,Suburb,1996,171704.90484042437,0,1,0
1835,2,3,Suburb,1985,255547.56318677237,0,1,0
1638,4,3,Suburb,1977,147459.40200048388,0,1,0
2480,4,1,Urban,1959,264988.3615064004,0,0,1
1134,5,3,Rural,2005,143701.75082269835,1,0,0
1625,5,2,Rural,1958,151574.81490098406,1,0,0
2287,2,1,Rural,1965,234403.6318273804,1,0,0
1063,2,2,Suburb,1965,115917.72512321796,0,1,0
1490,5,2,Rural,1978,184525.9642251953,1,0,0
2670,4,2,Rural,2018,347980.4220986158,1,0,0
1040,4,2,Suburb,1972,180539.8071852561,0,1,0
2319,3,3,Rural,2002,319757.2764641519,1,0,0
2026,5,2,Urban,2017,175871.43475372615,0,0,1
1912,5,1,Urban,1977,166984.66397189448,0,0,1
2729,4,1,Urban,2018,263573.7074438029,0,0,1
1974,3,2,Suburb,2012,262217.1984265844,0,1,0
2133,5,3,Suburb,1997,219448.90454822264,0,1,0
2244,4,1,Urban,1966,242964.1960724205,0,0,1
2393,4,3,Rural,1952,284935.657221666,1,0,0
1367,4,1,Suburb,2015,61124.25231810272,0,1,0
2459,3,2,Urban,2003,254801.1128120339,0,0,1
1917,3,1,Rural,1970,198377.26446898768,1,0,0
2027,4,2,Urban,2003,222730.8237363241,0,0,1
1243,3,3,Urban,2017,198532.0444802516,0,0,1
1901,3,1,Rural,1979,116203.10551466852,1,0,0
1165,3,1,Suburb,1987,83611.39650918666,0,1,0
